Wvl,Raw Counts (Ref.),Rad. (Ref.),Raw Counts (Target),Rad. (Target),-log Reflect.,Reflect. %
823.1,3364,0.01401779,  3645,7.594358E-003, 0.26619, 54.177
824.3,3299,0.01400096,  3575,7.586150E-003, 0.26614, 54.183
825.5,3365,0.01455699,  3645,7.884135E-003, 0.26632, 54.160
826.7,3407,0.01503509,  3687,8.135366E-003, 0.26673, 54.109
828.0,3293,0.01483826,  3567,8.036451E-003, 0.26632, 54.160
829.2,3179,0.01463612,  3443,7.925786E-003, 0.26638, 54.152
830.4,3101,0.01460571,  3364,7.922220E-003, 0.26568, 54.241
831.6,3052,0.01470148,  3304,7.957684E-003, 0.26657, 54.128
832.8,2986,0.01472994,  3232,7.971728E-003, 0.26665, 54.119
834.0,2924,0.01479252,  3174,8.028633E-003, 0.26540, 54.275
835.2,2892,0.01502683,  3136,8.147328E-003, 0.26585, 54.219
836.4,2872,0.01535371,  3109,8.310357E-003, 0.26659, 54.126
837.6,2811,0.01549704,  3051,8.410082E-003, 0.26545, 54.269
838.8,2738,0.01559017,  2973,8.464131E-003, 0.26527, 54.291
840.0,2658,0.01559449,  2883,8.457281E-003, 0.26574, 54.233
841.2,2590,0.01558662,  2804,8.437236E-003, 0.26655, 54.131
842.4,2525,0.01549593,  2744,8.419964E-003, 0.26491, 54.337
843.6,2474,0.01538581,  2688,8.358336E-003, 0.26500, 54.325
844.8,2455,0.01541249,  2666,8.368574E-003, 0.26522, 54.297
846.0,2431,0.01537121,  2638,8.340037E-003, 0.26554, 54.258
847.2,2420,0.01542508,  2626,8.369062E-003, 0.26555, 54.256
848.4,2384,0.01532197,  2586,8.310111E-003, 0.26571, 54.237
849.6,2304,0.01493914,  2496,8.092032E-003, 0.26627, 54.167
850.8,2243,0.01468941,  2436,7.976682E-003, 0.26518, 54.302
852.0,2225,0.01471615,  2414,7.983098E-003, 0.26562, 54.247
853.1,2175,0.0145203,  2361,7.881018E-003, 0.26539, 54.276
854.3,2052,0.01381201,  2228,7.498334E-003, 0.26529, 54.288
855.5,2022,0.01373342,  2195,7.454220E-003, 0.26538, 54.278
856.7,2073,0.01419798,  2259,7.735946E-003, 0.26371, 54.486
857.9,2145,0.01480479,  2330,8.040830E-003, 0.26510, 54.312
859.0,2133,0.01482435,  2321,8.065475E-003, 0.26435, 54.407
860.2,2112,0.01477344,  2295,8.026763E-003, 0.26494, 54.332
861.4,2085,0.01467632,  2266,7.975187E-003, 0.26488, 54.341
862.6,2077,0.01469478,  2257,7.984138E-003, 0.26493, 54.333
863.7,2059,0.01465184,  2241,7.973478E-003, 0.26424, 54.420
864.9,2014,0.01440413,  2199,7.863624E-003, 0.26286, 54.593
866.1,1901,0.01366819,  2070,7.441650E-003, 0.26404, 54.445
867.2,1864,0.01347299,  2025,7.318350E-003, 0.26505, 54.319
868.4,1880,0.01368076,  2041,7.426179E-003, 0.26534, 54.282
869.5,1931,0.0141523,  2094,7.673463E-003, 0.26584, 54.221
870.7,1938,0.01431988,  2101,7.762145E-003, 0.26596, 54.205
871.9,1919,0.01431958,  2081,7.764211E-003, 0.26583, 54.221
873.0,1893,0.01427133,  2060,7.765170E-003, 0.26431, 54.411
874.2,1863,0.01417184,  2025,7.702088E-003, 0.26482, 54.348
875.3,1831,0.01399616,  1993,7.617246E-003, 0.26421, 54.424
876.5,1823,0.01395507,  1977,7.566968E-003, 0.26581, 54.224
877.6,1830,0.01395924,  1990,7.589860E-003, 0.26463, 54.372
878.8,1836,0.01389118,  2003,7.577349E-003, 0.26322, 54.548
879.9,1834,0.01373299,  1995,7.469280E-003, 0.26449, 54.389
881.1,1847,0.01369181,  1999,7.409294E-003, 0.26668, 54.115
882.2,1865,0.01370962,  2026,7.446563E-003, 0.26507, 54.316
883.3,1891,0.01380808,  2055,7.502805E-003, 0.26491, 54.336
884.5,1910,0.01387424,  2071,7.521872E-003, 0.26588, 54.215
885.6,1904,0.01376782,  2056,7.433468E-003, 0.26767, 53.992
886.7,1882,0.01357863,  2051,7.398983E-003, 0.26368, 54.490
887.9,1884,0.01358176,  2051,7.392830E-003, 0.26415, 54.432
889.0,1888,0.01360682,  2060,7.423210E-003, 0.26316, 54.555
890.1,1889,0.01363669,  2058,7.428351E-003, 0.26382, 54.473
891.3,1878,0.01358733,  2044,7.394170E-003, 0.26424, 54.420
892.4,1847,0.0133926,  1998,7.243749E-003, 0.26690, 54.088
893.5,1805,0.01314221,  1955,7.117178E-003, 0.26636, 54.155
894.6,1741,0.01273716,  1879,6.873382E-003, 0.26790, 53.963
895.8,1656,0.01218154,  1793,6.594654E-003, 0.26651, 54.136
896.9,1583,0.01172053,  1706,6.315612E-003, 0.26853, 53.885
898.0,1498,0.01116909,  1628,6.069184E-003, 0.26489, 54.339
899.1,1440,0.0108216,  1557,5.850428E-003, 0.26710, 54.063
900.2,1398,0.01059851,  1507,5.712208E-003, 0.26842, 53.898
901.3,1373,0.01051754,  1485,5.686320E-003, 0.26697, 54.079
902.4,1408,0.01091391,  1508,5.841821E-003, 0.27123, 53.551
903.5,1463,0.01148379,  1581,6.200831E-003, 0.26734, 54.033
904.6,1518,0.01208729,  1634,6.499713E-003, 0.26905, 53.821
905.7,1495,0.01210029,  1610,6.508391E-003, 0.26885, 53.846
906.8,1409,0.01159055,  1521,6.247745E-003, 0.26781, 53.974
907.9,1322,0.01107887,  1416,5.924286E-003, 0.27120, 53.555
909.0,1251,0.01067569,  1349,5.746024E-003, 0.26828, 53.917
910.1,1225,0.01066378,  1321,5.738560E-003, 0.26826, 53.918
911.2,1231,0.01094063,  1315,5.831000E-003, 0.27236, 53.412
912.3,1200,0.01087573,  1293,5.845430E-003, 0.26861, 53.875
913.4,1170,0.0108022,  1256,5.783158E-003, 0.27023, 53.675
914.5,1143,0.0107502,  1223,5.735269E-003, 0.27165, 53.500
915.5,1100,0.01056642,  1186,5.679276E-003, 0.26834, 53.909
916.6,1089,0.01068047,  1165,5.694683E-003, 0.27173, 53.489
917.7,1077,0.01073371,  1154,5.730987E-003, 0.27104, 53.575
918.8,1092,0.01105438,  1175,5.925802E-003, 0.26921, 53.800
919.9,1105,0.01136368,  1189,6.090373E-003, 0.26921, 53.801
920.9,1105,0.01156011,  1190,6.199668E-003, 0.26885, 53.846
922.0,1082,0.01152179,  1172,6.213701E-003, 0.26633, 54.159
923.1,1060,0.01149746,  1133,6.117359E-003, 0.27211, 53.443
924.1,1021,0.01129398,  1099,6.050249E-003, 0.26906, 53.820
925.2,1004,0.01133007,  1086,6.098050E-003, 0.26693, 54.084
926.3,983,0.01132739,  1056,6.053556E-003, 0.26992, 53.713
927.3,940,0.01105869,  1011,5.915806E-003, 0.26941, 53.777
928.4,864,0.01038537,   927,5.540936E-003, 0.27046, 53.646
929.4,776,0.009525842,   828,5.053398E-003, 0.27286, 53.351
930.5,682,0.008512082,   720,4.466872E-003, 0.27748, 52.786
931.5,577,0.007317182,   621,3.913774E-003, 0.26911, 53.813
932.6,497,0.006446273,   533,3.434976E-003, 0.27066, 53.622
933.6,428,0.005675377,   456,3.003837E-003, 0.27351, 53.271
934.7,395,0.005348413,   421,2.831253E-003, 0.27334, 53.291
935.7,392,0.005428169,   406,2.791763E-003, 0.28579, 51.786
936.8,391,0.005537241,   413,2.903756E-003, 0.27726, 52.813
937.8,413,0.005959092,   441,3.158482E-003, 0.27254, 53.390
938.8,463,0.006815839,   492,3.594428E-003, 0.27465, 53.132
939.9,494,0.007420163,   534,3.979809E-003, 0.26722, 54.049
940.9,503,0.007712028,   533,4.053954E-003, 0.27587, 52.982
941.9,472,0.007394234,   512,3.978219E-003, 0.26570, 54.237
943.0,437,0.006988363,   469,3.719140E-003, 0.27034, 53.661
944.0,405,0.006606546,   432,3.493779E-003, 0.27300, 53.333
945.0,389,0.006481317,   421,3.476998E-003, 0.26670, 54.113
946.0,384,0.006523185,   412,3.468574E-003, 0.27046, 53.646
947.0,387,0.006692546,   417,3.573207E-003, 0.26860, 53.876
948.1,386,0.006800062,   420,3.665429E-003, 0.26437, 54.404
949.1,399,0.007163659,   414,3.681535E-003, 0.28500, 51.880
950.1,375,0.006850598,   407,3.681923E-003, 0.26547, 54.267
951.1,391,0.007274836,   412,3.795276E-003, 0.27831, 52.685
952.1,373,0.007066587,   398,3.732503E-003, 0.27286, 53.351
953.1,377,0.007263581,   409,3.900008E-003, 0.26565, 54.244
954.1,367,0.007186723,   396,3.837155E-003, 0.26800, 53.951
955.1,359,0.0071441,   393,3.869114E-003, 0.26173, 54.735
956.1,365,0.007389397,   386,3.865324E-003, 0.27674, 52.877
957.1,361,0.00743951,   390,3.974668E-003, 0.26747, 54.017
958.1,363,0.007609287,   381,3.948917E-003, 0.28001, 52.479
959.1,356,0.00759548,   384,4.050128E-003, 0.26815, 53.933
960.1,365,0.007933018,   390,4.189470E-003, 0.27226, 53.425
961.0,357,0.007899968,   386,4.221028E-003, 0.26711, 54.062
962.0,371,0.008370839,   395,4.403344E-003, 0.27381, 53.235
963.0,368,0.008485954,   396,4.510816E-003, 0.26918, 53.804
963.1,30,0.008005189,    16,4.360559E-003, 0.26876, 53.857
964.0,358,0.00842602,   389,4.521815E-003, 0.26496, 54.330
965.0,369,0.00889361,   395,4.700988E-003, 0.27146, 53.523
965.9,365,0.009034117,   395,4.826755E-003, 0.26673, 54.110
966.9,375,0.009539199,   404,5.072756E-003, 0.26868, 53.867
967.1,45,0.009630377,    22,5.114658E-003, 0.26920, 53.802
967.9,381,0.009995088,   408,5.282267E-003, 0.27129, 53.543
968.8,380,0.01026782,   412,5.493071E-003, 0.26592, 54.211
969.8,378,0.01056971,   403,5.559252E-003, 0.27322, 53.307
970.7,371,0.01079626,   398,5.712782E-003, 0.27052, 53.639
971.1,73,0.0107471,    35,5.688626E-003, 0.27034, 53.661
971.7,352,0.01067336,   378,5.652392E-003, 0.27008, 53.693
972.6,332,0.01053513,   360,5.632627E-003, 0.26587, 54.217
973.6,306,0.01020918,   337,5.542718E-003, 0.25912, 55.065
974.5,289,0.01012503,   309,5.335871E-003, 0.27197, 53.460
975.1,108,0.01013326,    58,5.416595E-003, 0.26575, 54.231
975.5,274,0.01013874,   300,5.470411E-003, 0.26166, 54.745
976.4,258,0.01008831,   281,5.413713E-003, 0.26394, 54.457
977.4,258,0.01064972,   270,5.490211E-003, 0.28129, 52.326
978.3,243,0.01058557,   263,5.642815E-003, 0.26668, 54.115
979.1,153,0.0105925,    83,5.745761E-003, 0.25905, 55.075
979.2,231,0.01059337,   255,5.758630E-003, 0.25810, 55.195
980.1,221,0.01066769,   245,5.822723E-003, 0.25626, 55.430
981.1,215,0.01089633,   230,5.738103E-003, 0.27174, 53.488
982.0,205,0.01087414,   224,5.848073E-003, 0.26254, 54.634
982.9,201,0.01113743,   216,5.889677E-003, 0.26977, 53.731
983.1,201,0.01122048,   107,5.909005E-003, 0.27151, 53.516
983.8,199,0.01151113,   210,5.976653E-003, 0.27766, 52.764
984.8,183,0.01100441,   203,6.004852E-003, 0.25599, 55.464
985.7,189,0.01182059,   201,6.191241E-003, 0.27406, 53.204
986.6,175,0.01145177,   186,6.007543E-003, 0.27382, 53.233
987.1,244,0.01178565,   132,6.123835E-003, 0.27807, 52.714
987.5,178,0.01203697,   185,6.210766E-003, 0.28135, 52.317
988.4,173,0.01219271,   180,6.315002E-003, 0.28005, 52.475
989.3,164,0.01213062,   177,6.466539E-003, 0.26791, 53.962
990.2,158,0.01223742,   166,6.414064E-003, 0.27567, 53.007
991.1,286,0.01225901,   154,6.496112E-003, 0.27131, 53.542
991.1,150,0.01225901,   160,6.496112E-003, 0.27131, 53.542
992.0,136,0.01201822,   151,6.514671E-003, 0.26177, 54.731
992.9,129,0.01209597,   142,6.524223E-003, 0.26440, 54.400
993.7,128,0.01243741,   133,6.544339E-003, 0.27545, 53.033
994.6,109,0.01204602,   132,6.719309E-003, 0.25000, 56.234
995.1,329,0.01218409,   177,6.680370E-003, 0.25804, 55.203
995.5,106,0.01226215,   119,6.648683E-003, 0.26340, 54.526
996.4,92,0.01206609,   115,6.714274E-003, 0.25196, 55.981
997.2,85,0.0120977,    96,6.563957E-003, 0.26393, 54.460
998.1,77,0.0120814,    93,6.611692E-003, 0.26057, 54.882
999.0,78,0.01215322,    82,6.560205E-003, 0.26711, 54.061
999.1,371,0.01213849,   201,6.559082E-003, 0.26680, 54.100
999.8,69,0.01206731,    76,6.534393E-003, 0.26641, 54.148
1000.7,59,0.01203873,    69,6.510818E-003, 0.26695, 54.082
1001.6,48,0.01202254,    62,6.495569E-003, 0.26738, 54.028
1002.4,46,0.01200815,    52,6.482014E-003, 0.26777, 53.980
1003.1,419,0.01199555,   226,6.470154E-003, 0.26811, 53.938
1003.3,39,0.01199255,    49,6.467496E-003, 0.26818, 53.929
1004.1,40,0.01198057,    45,6.456866E-003, 0.26846, 53.894
1005.0,36,0.01196708,    36,6.444906E-003, 0.26877, 53.855
1005.8,29,0.0119551,    34,6.434275E-003, 0.26906, 53.820
1006.6,29,0.01194311,    28,6.423644E-003, 0.26934, 53.785
1007.1,465,0.01193562,   250,6.417000E-003, 0.26951, 53.763
1007.5,21,0.01191913,    30,6.408745E-003, 0.26947, 53.769
1011.1,498,0.01177073,   268,6.334448E-003, 0.26909, 53.815
1015.1,522,0.01164843,   279,6.225885E-003, 0.27207, 53.448
1019.1,539,0.01156694,   286,6.137560E-003, 0.27522, 53.061
1023.1,548,0.01143183,   295,6.153995E-003, 0.26896, 53.832
1027.0,559,0.01136838,   303,6.162111E-003, 0.26597, 54.204
1031.0,567,0.01124531,   306,6.068898E-003, 0.26786, 53.968
1035.0,577,0.01115803,   311,6.014118E-003, 0.26842, 53.899
1039.0,593,0.01116145,   322,6.060684E-003, 0.26520, 54.300
1043.0,599,0.01103658,   324,5.969700E-003, 0.26688, 54.090
1046.9,602,0.01091426,   325,5.892250E-003, 0.26771, 53.987
1050.9,609,0.01086578,   326,5.816492E-003, 0.27140, 53.530
1054.9,610,0.01071221,   328,5.760008E-003, 0.26946, 53.770
1058.8,609,0.01047967,   334,5.747472E-003, 0.26087, 54.844
1062.8,617,0.0103909,   335,5.641735E-003, 0.26524, 54.295
1066.8,623,0.01026579,   336,5.536608E-003, 0.26815, 53.933
1070.7,628,0.01012964,   340,5.484200E-003, 0.26648, 54.140
1074.7,631,0.01003353,   339,5.390439E-003, 0.26983, 53.724
1078.7,623,0.009827202,   335,5.284290E-003, 0.26944, 53.772
1082.6,618,0.009673554,   333,5.212449E-003, 0.26854, 53.883
1086.6,611,0.009491274,   331,5.141754E-003, 0.26621, 54.173
1090.5,592,0.009192576,   326,5.062128E-003, 0.25910, 55.068
1094.5,578,0.00892721,   317,4.896065E-003, 0.26087, 54.844
1098.4,569,0.00862604,   308,4.669280E-003, 0.26656, 54.130
1102.4,555,0.00827172,   299,4.456296E-003, 0.26862, 53.874
1106.3,526,0.00771642,   283,4.151610E-003, 0.26920, 53.802
1110.2,469,0.0067536,   253,3.643200E-003, 0.26805, 53.945
1114.2,393,0.00555702,   213,3.011820E-003, 0.26601, 54.198
1118.1,326,0.00454281,   175,2.438625E-003, 0.27018, 53.681
1122.1,282,0.003883986,   148,2.038404E-003, 0.27999, 52.482
1126.0,261,0.003564216,   141,1.925496E-003, 0.26742, 54.023
1129.9,266,0.003610418,   142,1.927366E-003, 0.27259, 53.383
1133.9,286,0.003843268,   149,2.002262E-003, 0.28318, 52.098
1137.8,303,0.004036869,   162,2.158326E-003, 0.27193, 53.465
1141.7,310,0.00410099,   163,2.156327E-003, 0.27917, 52.581
1145.6,310,0.00405759,   162,2.120418E-003, 0.28185, 52.258
1149.6,329,0.004260221,   173,2.240177E-003, 0.27915, 52.584
1153.5,368,0.004713712,   191,2.446519E-003, 0.28481, 51.902
1157.4,413,0.005219494,   217,2.742446E-003, 0.27949, 52.542
1161.3,459,0.005729238,   245,3.058090E-003, 0.27265, 53.377
1165.2,497,0.00615286,   259,3.206420E-003, 0.28306, 52.113
1169.2,519,0.006363978,   270,3.310740E-003, 0.28380, 52.023
1173.1,526,0.006395108,   276,3.355608E-003, 0.28008, 52.471
1177.0,529,0.006391378,   276,3.334632E-003, 0.28255, 52.174
1180.9,526,0.00631726,   276,3.314760E-003, 0.28008, 52.471
1184.8,526,0.006287804,   278,3.323212E-003, 0.27694, 52.852
1188.7,535,0.00634938,   285,3.382380E-003, 0.27351, 53.271
1192.6,548,0.006439,   291,3.419250E-003, 0.27489, 53.102
1196.5,558,0.006491772,   292,3.397128E-003, 0.28125, 52.330
1200.4,565,0.00651445,   294,3.389820E-003, 0.28370, 52.035
1204.3,574,0.006545322,   302,3.443706E-003, 0.27890, 52.613
1208.2,590,0.00665048,   313,3.528136E-003, 0.27531, 53.051
1212.1,610,0.00680028,   323,3.600804E-003, 0.27613, 52.951
1216.0,624,0.006868992,   331,3.643648E-003, 0.27536, 53.045
1219.8,636,0.006943212,   336,3.668112E-003, 0.27712, 52.830
1223.7,646,0.007006516,   342,3.709332E-003, 0.27621, 52.941
1227.6,657,0.007071291,   349,3.756287E-003, 0.27474, 53.120
1231.5,663,0.007091448,   355,3.797080E-003, 0.27129, 53.544
1235.4,666,0.007073586,   359,3.812939E-003, 0.26838, 53.904
1239.2,670,0.0070618,   361,3.804940E-003, 0.26857, 53.881
1243.1,674,0.007060824,   361,3.781836E-003, 0.27115, 53.561
1247.0,672,0.006984768,   360,3.741840E-003, 0.27107, 53.571
1250.9,668,0.00687038,   361,3.712885E-003, 0.26727, 54.042
1254.7,657,0.006687603,   353,3.593187E-003, 0.26979, 53.729
1258.6,639,0.006430257,   339,3.411357E-003, 0.27530, 53.052
1262.5,617,0.006107066,   329,3.256442E-003, 0.27309, 53.323
1266.3,607,0.005904896,   325,3.161600E-003, 0.27131, 53.542
1270.2,621,0.005956632,   335,3.213320E-003, 0.26805, 53.945
1274.0,649,0.006130454,   351,3.315546E-003, 0.26694, 54.083
1277.9,674,0.006252024,   363,3.367188E-003, 0.26875, 53.858
1281.8,693,0.006316695,   374,3.409010E-003, 0.26786, 53.968
1285.6,711,0.00637056,   386,3.458560E-003, 0.26528, 54.290
1289.5,724,0.006374096,   392,3.451168E-003, 0.26645, 54.144
1293.3,728,0.006299384,   393,3.400629E-003, 0.26774, 53.984
1297.1,722,0.006149274,   389,3.313113E-003, 0.26859, 53.878
1301.0,708,0.005955696,   383,3.221796E-003, 0.26683, 54.096
1304.8,690,0.00574839,   371,3.090801E-003, 0.26948, 53.768
1308.7,669,0.005523933,   361,2.980777E-003, 0.26792, 53.961
1312.5,643,0.0052726,   346,2.837200E-003, 0.26913, 53.810
1316.3,621,0.005070465,   330,2.694450E-003, 0.27458, 53.140
1320.2,601,0.00488012,   321,2.606520E-003, 0.27237, 53.411
1324.0,564,0.004550352,   304,2.452672E-003, 0.26841, 53.901
1327.8,517,0.004153578,   276,2.217384E-003, 0.27258, 53.385
1331.6,480,0.00385296,   254,2.038858E-003, 0.27641, 52.917
1335.5,453,0.003626265,   240,1.921200E-003, 0.27589, 52.980
1339.3,410,0.00326729,   218,1.737242E-003, 0.27433, 53.171
1343.1,329,0.002625091,   174,1.388346E-003, 0.27665, 52.888
1346.9,226,0.001822464,   119,9.596160E-004, 0.27856, 52.655
1350.7,138,0.00113367,    70,5.750500E-004, 0.29478, 50.725
1354.5,79,6.62257E-4,    40,3.353200E-004, 0.29557, 50.633
1358.3,47,4.0185E-4,    25,2.137500E-004, 0.27416, 53.191
1362.2,32,2.7856E-4,    17,1.479850E-004, 0.27470, 53.125
1366.0,28,2.44888E-4,    12,1.049520E-004, 0.36798, 42.857
1369.8,26,2.25888E-4,    10,8.688000E-005, 0.41497, 38.462
1373.6,27,2.32605E-4,     9,7.753500E-005, 0.47712, 33.333
1377.4,30,2.5863E-4,    11,9.483100E-005, 0.43573, 36.667
1381.2,30,2.6202E-4,    14,1.222760E-004, 0.33099, 46.667
1385.0,31,2.71002E-4,    14,1.223880E-004, 0.34523, 45.161
1388.8,32,2.77888E-4,    14,1.215760E-004, 0.35902, 43.750
1392.5,36,3.12084E-4,    14,1.213660E-004, 0.41017, 38.889
1396.3,42,3.6351E-4,    20,1.731000E-004, 0.32222, 47.619
1400.1,41,3.54117E-4,    22,1.900140E-004, 0.27036, 53.659
1403.9,44,3.78532E-4,    21,1.806630E-004, 0.32123, 47.727
1407.7,53,4.53627E-4,    24,2.054160E-004, 0.34406, 45.283
1411.5,63,5.36697E-4,    31,2.640890E-004, 0.30798, 49.206
1415.2,74,6.27372E-4,    37,3.136860E-004, 0.30103, 50.000
1419.0,86,7.28076E-4,    43,3.640380E-004, 0.30103, 50.000
1422.8,99,8.38035E-4,    49,4.147850E-004, 0.30544, 49.495
1426.5,109,9.20396E-4,    55,4.644200E-004, 0.29706, 50.459
1430.3,113,9.53042E-4,    57,4.807380E-004, 0.29720, 50.442
1434.1,115,9.71175E-4,    57,4.813650E-004, 0.30482, 49.565
1437.8,125,0.00105925,    63,5.338620E-004, 0.29757, 50.400
1441.6,141,0.001195821,    70,5.936700E-004, 0.30412, 49.645
1445.3,153,0.001295145,    73,6.179450E-004, 0.32137, 47.712
1449.1,173,0.001463407,    84,7.105560E-004, 0.31377, 48.555
1452.9,206,0.001737198,   102,8.601660E-004, 0.30527, 49.515
1456.6,231,0.0019404,   115,9.660000E-004, 0.30291, 49.784
1460.3,230,0.00193062,   116,9.737040E-004, 0.29727, 50.435
1464.1,212,0.001778256,   105,8.807400E-004, 0.30515, 49.528
1467.8,200,0.001675,    99,8.291250E-004, 0.30539, 49.500
1471.6,202,0.001690538,   102,8.536380E-004, 0.29675, 50.495
1475.3,214,0.001789896,   108,9.033120E-004, 0.29699, 50.467
1479.1,232,0.001933024,   116,9.665120E-004, 0.30103, 50.000
1482.8,253,0.002103695,   127,1.056005E-003, 0.29932, 50.198
1486.5,281,0.00233792,   142,1.181440E-003, 0.29642, 50.534
1490.2,314,0.002616248,   158,1.316456E-003, 0.29827, 50.318
1494.0,343,0.002861992,   176,1.468544E-003, 0.28978, 51.312
1497.7,360,0.00301068,   188,1.572244E-003, 0.28214, 52.222
1501.4,375,0.00314325,   193,1.617726E-003, 0.28847, 51.467
1505.1,390,0.00327483,   200,1.679400E-003, 0.29003, 51.282
1508.9,402,0.003390468,   208,1.754272E-003, 0.28616, 51.741
1512.6,413,0.003492328,   214,1.809584E-003, 0.28554, 51.816
1516.3,421,0.003563765,   217,1.836905E-003, 0.28782, 51.544
1520.0,425,0.00361165,   221,1.878058E-003, 0.28400, 52.000
1523.7,425,0.00361845,   224,1.907136E-003, 0.27814, 52.706
1527.4,431,0.003688067,   221,1.891097E-003, 0.29008, 51.276
1531.1,430,0.00370359,   218,1.877634E-003, 0.29501, 50.698
1534.8,427,0.003686291,   221,1.907893E-003, 0.28604, 51.756
1538.5,425,0.003690275,   221,1.918943E-003, 0.28400, 52.000
1542.2,426,0.003710886,   218,1.898998E-003, 0.29095, 51.174
1545.9,430,0.0037324,   221,1.918280E-003, 0.28908, 51.395
1549.6,433,0.003731161,   223,1.921591E-003, 0.28818, 51.501
1553.3,434,0.00370419,   224,1.911840E-003, 0.28724, 51.613
1557.0,434,0.003675112,   225,1.905300E-003, 0.28531, 51.843
1560.6,432,0.003644352,   222,1.872792E-003, 0.28913, 51.389
1564.3,408,0.003497784,   208,1.783184E-003, 0.29260, 50.980
1568.0,390,0.00333606,   198,1.693692E-003, 0.29440, 50.769
1571.7,390,0.00325572,   196,1.636208E-003, 0.29881, 50.256
1575.3,387,0.003199716,   199,1.645332E-003, 0.28886, 51.421
1579.0,388,0.003189748,   202,1.660642E-003, 0.28348, 52.062
1582.7,392,0.003221848,   205,1.684895E-003, 0.28153, 52.296
1586.3,396,0.003251952,   206,1.691672E-003, 0.28383, 52.020
1590.0,396,0.003246408,   203,1.664194E-003, 0.29020, 51.263
1593.7,388,0.003182764,   203,1.665209E-003, 0.28134, 52.320
